id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
48260,I,0.725,0.525,0.15,3.16096925,1.5025235,0.80796075,0.850485,5
48261,M,1.6125,1.275,0.475,42.14153175,16.93882625,8.391452,12.0485375,18
48262,M,1.4125,1.075,0.35,26.535132,11.97766375,6.25106475,7.654365,12
48263,F,1.3125,1.0125,0.3375,21.55979475,7.24329725,4.422522,5.8116475,15
48264,I,1.3,1.025,0.35,20.3265915,9.695529,4.01145425,5.953395,8
48265,I,1.6125,1.25,0.3875,42.2124055,16.76872925,8.845044,11.056305,16
48266,F,1.75,1.4375,0.4125,37.137845,14.44407025,8.901743,12.927372,11
48267,F,1.6,1.225,0.3625,30.40483875,12.3887315,5.839997,9.3836845,13
48268,F,1.375,1.0375,0.3625,22.0275615,8.46232575,4.139027,6.6621325,11
48269,F,1.6375,1.2625,0.475,39.41997975,17.293195,8.60407325,11.623295,11
48270,I,1.0,0.75,0.275,7.55514175,3.30271675,1.7293195,2.26796,7
48271,F,1.4125,1.1,0.3625,24.8058125,10.8011595,4.89028875,7.37087,10
48272,F,1.1125,0.8875,0.2875,12.3320325,5.5848515,2.9766975,3.96893,8
48273,F,1.1875,0.975,0.3,15.03940975,6.05261825,3.27436725,3.742134,8
48274,F,1.575,1.1375,0.375,32.07745925,13.6361095,7.78193775,8.6465975,11
48275,M,1.175,0.9125,0.3125,13.2392165,5.37223025,2.62232875,4.3941725,18
48276,I,0.95,0.7625,0.2375,7.86698625,2.67902775,1.587572,2.1262125,6
48277,I,1.175,0.9125,0.2875,14.1464005,6.577084,2.50893075,4.422522,8
48278,F,1.45,1.15,0.4,31.2694985,15.252031,6.2652395,7.72523875,8
48279,I,1.1375,0.8875,0.3,10.33339275,4.32329875,2.16873675,3.118445,7
48280,F,1.525,1.2375,0.375,29.95124675,12.88484775,5.2446575,7.5126175,12
48281,F,1.6375,1.2875,0.4125,38.85298975,17.860185,8.63242275,11.1980525,12
48282,M,1.5625,1.1625,0.375,31.62386725,14.13222575,5.71242425,7.7961125,8
48283,I,1.1,0.875,0.25,12.3320325,5.14543425,2.3530085,3.5436875,7
48284,M,1.7625,1.3,0.5,41.63124075,13.36678925,9.17106325,14.74174,15
48285,M,1.5375,1.1875,0.3875,29.1149365,12.3320325,7.35669525,7.89533575,9
48286,I,0.9625,0.7875,0.3,9.808927,4.35164825,2.87747425,2.6932025,6
48287,F,1.475,1.25,0.3625,27.499015,12.927372,6.36446275,8.0796075,10
48288,F,1.375,1.0875,0.3875,27.328918,13.6361095,6.10931725,10.6310625,11
48289,M,1.5375,1.3125,0.375,33.8776525,10.9712565,6.973977,10.9145575,17
48290,I,1.175,0.8875,0.25,12.74310025,5.10291,2.948348,3.96893,8
48291,F,0.9,0.6875,0.275,6.917278,3.40194,1.6159215,2.4097075,9
48292,F,1.5875,1.25,0.4375,38.42774725,16.8112535,8.901743,11.90679,11
48293,M,1.4875,1.175,0.375,27.20134525,9.53960675,5.37223025,7.5126175,12
48294,F,1.325,1.05,0.3625,23.51591025,12.530479,5.3580555,5.8116475,9
48295,M,1.5125,1.1875,0.375,26.52095725,11.8784405,5.51397775,7.087375,8
48296,I,0.925,0.6875,0.2125,6.59125875,2.42388225,1.28990225,1.984465,6
48297,I,0.8125,0.625,0.2125,4.97533725,2.0695135,1.17650425,1.8427175,7
48298,F,1.375,1.0125,0.325,22.41027975,8.845044,4.819415,7.5126175,13
48299,I,1.1,0.8875,0.3,12.34620725,5.71242425,2.2963095,3.5436875,7
48300,M,1.25,0.95,0.325,18.15785475,7.69688925,4.72019175,5.5281525,12
48301,F,1.525,1.2,0.3125,28.36367475,13.9196045,6.973977,8.0796075,10
48302,I,0.9625,0.7,0.225,7.98038425,3.47281375,1.28990225,1.927766,10
48303,I,0.75,0.5375,0.1625,3.6003865,1.417475,1.13398,1.13398,5
48304,F,1.625,1.275,0.5,39.41997975,15.5071765,8.63242275,11.623295,19
48305,M,1.375,1.075,0.375,24.040376,9.7805775,5.273007,7.030676,12
48306,F,1.575,1.25,0.4875,37.9032815,17.08057375,6.917278,9.7805775,12
48307,F,1.6125,1.3125,0.45,45.8978405,12.82814875,7.38504475,16.59863225,16
48308,F,1.675,1.3,0.5125,50.008518,19.06503875,9.6104805,13.324265,13
48309,I,1.35,1.025,0.3375,20.638436,9.07184,4.32329875,5.386405,8
48310,I,1.1,0.85,0.3375,12.984071,5.6699,3.1467945,3.69960975,7
48311,I,0.775,0.6,0.2,2.2963095,0.77961125,0.226796,0.850485,6
48312,I,1.0125,0.75,0.225,7.93786,3.231843,1.63009625,2.1829115,6
48313,M,1.45,1.125,0.3625,26.2232875,11.4248485,6.36446275,8.0796075,14
48314,F,1.55,1.275,0.4375,34.45881725,14.74174,7.824462,9.7805775,11
48315,I,0.7375,0.55,0.2125,3.61456125,1.13398,0.80796075,0.9922325,7
48316,M,1.6,1.2625,0.4125,36.47163175,15.7339725,7.767763,11.056305,13
48317,F,1.475,1.1625,0.3875,26.63435525,10.149121,6.93145275,7.2291225,12
48318,I,1.15,0.8875,0.275,13.08329425,5.17378375,2.721552,4.252425,8
48319,M,1.1875,0.95,0.3125,16.782904,7.10154975,3.64291075,4.7343665,10
48320,F,1.2375,1.025,0.35,19.91552375,6.3219385,3.27436725,6.6621325,12
48321,M,0.875,0.6375,0.1875,4.3941725,1.99863975,1.09145575,1.70097,9
48322,M,1.5625,1.25,0.4125,33.57998275,14.44407025,8.51902475,9.7805775,13
48323,F,1.5875,1.3125,0.5125,42.070658,18.92329125,8.85921875,10.489315,11
48324,M,1.625,1.2375,0.4125,36.85435,14.35902175,8.6465975,11.056305,9
48325,M,1.3,1.025,0.4125,26.308336,7.9095105,5.726599,8.50485,14
48326,M,1.375,1.0875,0.3,21.64484325,7.824462,4.86193925,5.03203625,14
48327,M,1.675,1.3625,0.4125,46.086287,22.15513425,7.75358825,12.190285,9
48328,I,0.6,0.475,0.125,1.54504775,0.58116475,0.453592,0.56699,5
48329,F,1.5125,1.125,0.3125,31.9498865,15.478827,6.22271525,7.93786,9
48330,M,1.05,0.875,0.3125,13.84873075,5.5281525,2.8066005,3.5436875,9
48331,F,1.675,1.3375,0.4375,41.23434775,18.9091165,8.674947,10.3475675,10
48332,M,1.4375,1.0625,0.4,21.72989175,7.484268,4.762716,7.7961125,10
48333,I,0.9,0.675,0.25,6.27941425,2.7499015,0.850485,1.530873,6
48334,I,0.9625,0.7125,0.2125,7.427569,3.50116325,1.68679525,2.26796,7
48335,M,1.55,1.2125,0.45,33.43823525,13.56523575,7.86698625,10.0640725,15
48336,F,1.7125,1.2625,0.475,48.7327905,21.0636785,11.43902325,11.7650425,14
48337,I,1.0625,0.8,0.275,10.41844125,3.78465825,2.42388225,3.40194,8
48338,I,0.5375,0.375,0.1125,1.31825175,0.5386405,0.3118445,0.3685435,5
48339,M,1.3875,1.0875,0.375,27.499015,13.154168,5.499803,8.221355,11
48340,M,1.425,1.125,0.3625,24.79163775,11.793392,5.76912325,7.087375,8
48341,M,1.4625,1.125,0.3625,29.6819265,13.25339125,7.824462,8.0796075,9
48342,M,1.5625,1.2,0.4375,34.8415355,13.437663,6.95980225,11.7650425,18
48343,M,1.55,1.1875,0.475,33.1972645,11.4248485,8.051258,11.056305,17
48344,I,0.825,0.6375,0.225,5.783298,2.721552,1.00640725,1.17650425,6
48345,F,1.4125,1.0875,0.375,25.51455,11.83591625,4.819415,7.5126175,10
48346,M,1.5625,1.1875,0.4125,30.51823675,15.478827,8.09378225,8.9300925,10
48347,M,1.5625,1.225,0.4375,34.189497,17.973583,6.7755305,9.4970825,9
48348,I,0.525,0.375,0.15,1.190679,0.49611625,0.35436875,0.4252425,4
48349,M,1.6,1.2,0.4,30.107169,14.35902175,6.64795775,8.6465975,10
48350,I,0.9,0.675,0.2,6.33611325,3.18931875,1.0489315,2.26796,8
48351,M,1.45,1.175,0.3875,27.99513125,10.21999475,6.93145275,8.50485,17
48352,I,1.0625,0.8,0.2625,10.7444605,4.2240755,2.05533875,3.5436875,8
48353,M,1.225,0.95,0.2875,16.51358375,6.0384435,3.8838815,5.2446575,11
48354,F,1.2125,0.9375,0.325,15.37960375,5.5848515,2.8066005,4.9611625,9
48355,F,1.4625,1.15,0.3875,28.47707275,13.19669225,5.82582225,9.1568885,9
48356,M,1.375,1.05,0.3625,24.9192105,11.63746975,4.89028875,7.654365,9
48357,F,1.1875,0.8875,0.3125,14.004653,5.4147545,2.8066005,4.3941725,12
48358,I,1.1875,0.8875,0.3125,14.1464005,5.953395,2.79242575,4.3941725,8
48359,M,1.5375,1.175,0.4125,32.034935,14.92601175,8.221355,8.6465975,9
48360,M,1.525,1.1875,0.4125,32.1199835,16.42853525,6.76135575,7.7961125,10
48361,M,1.3125,1.0125,0.3125,19.731252,9.48290775,4.40834725,5.726599,8
48362,M,1.4625,1.15,0.425,30.34813975,12.11941125,7.10154975,8.9300925,9
48363,M,1.6,1.275,0.425,41.8722115,16.54193325,8.57572375,11.7650425,18
48364,I,1.25,0.9625,0.3125,16.9246515,7.087375,3.345241,4.35164825,8
48365,I,1.125,0.9,0.275,14.571643,6.8322295,2.96252275,3.96893,8
48366,I,0.9125,0.6625,0.2,6.917278,2.70737725,1.00640725,1.984465,7
48367,I,1.1625,0.9,0.2625,12.68640125,5.839997,2.83495,3.40194,7
48368,F,1.55,1.2125,0.3875,30.14969325,13.62193475,6.08096775,9.922325,12
48369,M,0.6375,0.5125,0.2375,3.4302895,1.2757275,0.793786,0.9922325,4
48370,F,1.5125,1.2,0.3875,28.25027675,11.94931425,6.4353365,8.788345,9
48371,F,1.175,0.9,0.2875,14.061352,6.13766675,3.4302895,3.75630875,6
48372,F,1.4125,1.1,0.4375,27.78251,10.70193625,6.23689,7.654365,16
48373,M,0.925,0.725,0.225,6.23689,2.1262125,1.6159215,2.1262125,7
48374,I,1.325,1.0125,0.375,19.447757,9.8372765,4.8477645,5.953395,9
48375,F,1.45,1.1125,0.4,26.54930675,11.35397475,4.762716,7.087375,18
48376,M,1.425,1.1,0.325,26.138239,11.69416875,6.917278,8.221355,13
48377,F,1.6125,1.2,0.4,32.36095425,15.52135125,6.93145275,9.7805775,10
48378,M,1.6375,1.2875,0.4125,41.00755175,19.674553,8.448151,10.64523725,9
48379,M,1.0125,0.7625,0.3125,9.695529,3.86970675,1.984465,3.6570855,22
48380,I,0.7,0.55,0.175,4.139027,2.05533875,0.510291,0.850485,6
48381,F,1.575,1.275,0.475,44.168521,18.8524175,10.77281,15.4504775,12
48382,I,1.425,1.1,0.3375,22.75047375,10.5176645,4.57844425,5.6699,8
48383,F,1.45,1.15,0.4,31.56716825,14.5432935,7.66853975,7.44174375,9
48384,F,1.5375,1.175,0.4125,32.31843,15.422128,7.86698625,8.51902475,10
48385,M,1.3125,1.025,0.325,21.87163925,8.0796075,4.60679375,5.5281525,11
48386,M,0.9,0.6875,0.2375,6.39281225,2.45223175,1.65844575,1.984465,7
48387,I,1.0,0.725,0.25,7.58349125,3.41611475,1.71514475,2.154562,6
48388,I,1.1,0.825,0.2875,11.35397475,5.613201,2.50893075,2.6932025,6
48389,M,1.55,1.2,0.3375,30.900955,14.92601175,6.5487345,7.087375,8
48390,F,1.45,1.1375,0.3375,28.236102,12.37455675,6.59125875,8.06543275,10
48391,F,1.375,1.0625,0.4,22.4244545,10.9145575,3.27436725,6.690482,11
48392,F,1.5,1.15,0.4,31.808139,12.1619355,5.68407475,11.90679,16
48393,M,1.3125,1.0375,0.325,18.01610725,8.3631025,3.7704835,5.5281525,10
48394,M,1.5875,1.25,0.4375,36.27318525,14.47241975,8.4765005,11.056305,12
48395,M,1.425,1.175,0.3625,25.92561775,9.56795625,5.20213325,7.5126175,11
48396,M,1.6375,1.35,0.475,50.70308075,17.33571925,11.566596,12.6155275,16
48397,I,1.4625,1.175,0.3625,25.27357925,11.26892625,4.252425,7.2291225,10
48398,I,1.375,1.075,0.425,21.885814,9.56795625,4.479221,6.520385,8
48399,F,1.45,1.125,0.35,26.03901575,12.00601325,4.6776675,7.2291225,9
48400,I,1.525,1.1875,0.3625,29.66775175,15.5071765,5.8683465,7.881161,8
48401,I,0.7875,0.5625,0.2375,5.10291,2.59397925,1.40330025,1.5592225,6
48402,F,1.1625,0.9125,0.3,12.51630425,5.34388075,2.891649,4.819415,14
48403,M,1.3875,1.1125,0.4375,23.700182,9.525432,4.60679375,7.7961125,11
48404,F,1.625,1.25,0.4375,35.13920525,15.422128,7.29999625,9.63883,13
48405,F,1.5875,1.2125,0.425,34.60056475,18.18620425,7.35669525,8.788345,9
48406,M,1.875,1.5375,0.4875,64.16909325,23.2749395,11.9918385,20.581737,17
48407,M,1.5875,1.225,0.475,36.61337925,17.349894,9.08601475,9.922325,9
48408,I,0.5625,0.4,0.1625,1.31825175,0.7087375,0.4252425,0.4252425,5
48409,F,1.5125,1.225,0.4,38.85298975,13.93377925,7.47009325,12.757275,20
48410,I,1.075,0.825,0.2375,9.51125725,4.0539785,2.22543575,2.83495,7
48411,M,0.9875,0.7625,0.2875,9.68135425,4.2240755,1.77184375,2.551455,7
48412,M,1.3625,1.0125,0.35,19.447757,7.92368525,4.12485225,5.10291,16
48413,I,1.0625,0.85,0.275,11.509897,4.74854125,2.2963095,2.891649,6
48414,F,1.5125,1.2125,0.375,30.7025085,14.64251675,5.88252125,8.50485,11
48415,F,1.45,1.1,0.375,26.43590875,10.21999475,6.90310325,8.50485,15
48416,F,1.3625,1.025,0.375,24.84833675,8.958442,5.3013565,7.7961125,12
48417,F,1.6,1.2625,0.375,34.37376875,14.78426425,7.64019025,10.20582,10
48418,F,1.5,1.2125,0.4,32.16250775,12.85649825,7.654365,9.4970825,13
48419,F,1.4625,1.1625,0.375,29.6819265,12.23280925,7.93786,8.1363065,11
48420,I,1.3625,1.0125,0.3,19.8163005,9.87980075,4.309124,6.80388,8
48421,I,1.15,0.875,0.275,13.8062065,5.74077375,2.50893075,4.9611625,9
48422,F,1.175,0.9,0.3,15.5071765,7.711064,3.75630875,4.3941725,8
48423,M,1.6625,1.25,0.425,40.78075575,18.01610725,8.051258,9.4970825,8
48424,F,1.4,1.1375,0.4,28.98736375,11.9918385,7.98038425,7.93786,15
48425,F,1.2,0.95,0.3375,17.70426275,6.95980225,5.71242425,4.72019175,10
48426,F,1.425,1.1125,0.45,29.24250925,13.99047825,6.1518415,9.63883,9
48427,M,1.15,0.8875,0.275,14.41572075,6.5487345,2.721552,4.1106775,9
48428,M,1.5625,1.2375,0.4875,34.23202125,14.04717725,6.4353365,11.056305,16
48429,I,0.7625,0.6125,0.2125,4.422522,1.91359125,1.077281,1.2757275,9
48430,F,1.45,1.2,0.4125,35.42270025,14.01882775,7.35669525,10.5176645,10
48431,I,0.7625,0.575,0.2,4.91863825,1.74349425,0.97805775,1.70097,6
48432,I,1.25,0.975,0.3125,19.1926115,9.25611175,3.64291075,4.6776675,8
48433,I,1.1125,0.875,0.2875,11.77921725,5.10291,2.778251,3.33106625,7
48434,I,0.625,0.4625,0.1625,2.0695135,0.793786,0.52446575,0.63786375,6
48435,M,1.325,0.95,0.3875,19.17843675,7.994559,4.3941725,5.443104,10
48436,F,1.5125,1.225,0.425,32.034935,12.984071,7.314171,9.4970825,16
48437,M,1.2125,0.9375,0.325,18.0586315,7.04485075,3.86970675,4.53592,9
48438,I,1.3375,1.0125,0.3125,17.90270925,8.63242275,3.231843,5.386405,9
48439,I,1.15,0.875,0.275,11.94931425,4.74854125,2.891649,3.8271825,8
48440,M,1.7375,1.3,0.5,47.10269425,14.13222575,10.4042665,17.0097,17
48441,F,1.425,1.0625,0.4125,26.03901575,12.587178,5.20213325,7.2291225,11
48442,I,0.675,0.5125,0.175,2.721552,1.020582,0.52446575,0.850485,6
48443,I,0.875,0.6625,0.2125,5.5848515,2.154562,1.03475675,1.5592225,6
48444,F,1.5375,1.1375,0.45,32.034935,12.984071,7.83863675,8.9300925,13
48445,M,1.3,1.0125,0.375,19.46193175,8.34892775,4.86193925,5.2446575,9
48446,F,1.5625,1.2,0.475,30.1922175,13.79203175,7.15824875,8.0796075,15
48447,M,1.4625,1.125,0.4125,28.7180435,10.77281,4.89028875,8.3631025,13
48448,F,1.55,1.2625,0.45,34.74231225,13.5227115,6.690482,11.056305,11
48449,M,1.5625,1.2375,0.425,34.6147395,14.5999925,7.314171,10.602713,10
48450,I,1.2375,0.95,0.3375,14.3731965,6.8322295,3.86970675,4.3941725,9
48451,I,1.1,0.85,0.2625,11.35397475,4.9611625,2.608154,3.40194,7
48452,I,0.9875,0.7375,0.2125,7.49844275,3.7137845,1.43164975,2.1262125,6
48453,M,1.45,1.1375,0.4375,33.55163325,14.2597985,6.4920355,9.63883,10
48454,I,0.9125,0.675,0.2375,6.0384435,2.438057,0.963883,1.587572,6
48455,F,1.5125,1.2375,0.4,36.5425055,17.42076775,7.1724235,9.922325,13
48456,I,1.4,1.125,0.4125,24.6357155,12.3320325,5.5848515,6.747181,9
48457,M,1.6625,1.3125,0.425,38.4702715,16.82542825,7.81028725,13.1825175,11
48458,I,0.7,0.5,0.175,3.47281375,1.54504775,0.32601925,0.9922325,6
48459,I,1.125,0.875,0.2875,13.664459,6.4920355,2.8066005,3.685435,8
48460,I,0.8625,0.6625,0.225,5.57067675,2.19708625,1.1623295,1.587572,6
48461,M,1.675,1.3,0.475,43.6298805,16.726205,10.4609655,15.1669825,16
48462,M,1.425,1.175,0.3875,31.638042,13.53688625,6.56290925,7.654365,10
48463,I,1.025,0.8125,0.25,7.78193775,2.6932025,1.80019325,2.551455,7
48464,M,1.3125,1.075,0.375,20.87940675,7.89533575,5.273007,6.0951425,10
48465,M,1.5375,1.2125,0.4375,35.50774875,18.21455375,8.85921875,9.355335,10
48466,F,1.6375,1.2875,0.4375,35.02580725,14.92601175,8.29222875,10.9145575,11
48467,F,1.5125,1.25,0.4,32.16250775,12.813974,7.257472,8.9300925,13
48468,F,1.4125,0.9875,0.3875,23.416687,8.74582075,5.82582225,7.01650125,10
48469,M,1.675,1.3375,0.475,42.921143,20.36911575,8.51902475,12.09106175,11
48470,M,1.65,1.3125,0.475,42.297454,17.1514475,11.07047975,11.90679,20
48471,I,1.2,0.975,0.325,17.95940825,9.6671795,3.798833,4.9611625,8
48472,F,1.6125,1.25,0.425,36.61337925,16.0174675,8.391452,9.07184,11
48473,I,0.95,0.7125,0.25,7.86698625,3.52951275,1.71514475,2.4097075,7
48474,F,1.6375,1.3125,0.5,44.43784125,19.561155,8.901743,13.7495075,12
48475,M,1.5125,1.2125,0.4125,30.4190135,13.93377925,6.64795775,9.4970825,12
48476,M,1.45,1.15,0.4125,30.560761,14.4865945,5.93922025,7.5126175,9
48477,F,1.3125,1.0,0.3125,18.24290325,9.08601475,3.9972795,5.10291,8
48478,I,0.675,0.5375,0.2125,2.76407625,1.0489315,0.680388,0.850485,5
48479,F,1.575,1.225,0.425,34.31706975,13.62193475,7.767763,9.4970825,9
48480,I,1.275,0.9375,0.3125,16.71203025,7.0590255,3.5436875,4.819415,9
48481,F,1.75,1.4125,0.575,49.17220775,19.40523275,10.47514025,16.44271,20
48482,M,1.175,0.925,0.3125,14.81261375,5.6982495,3.7704835,4.6776675,9
48483,F,1.625,1.2375,0.575,43.6298805,17.0380495,11.226402,12.3320325,11
48484,M,1.4125,1.1125,0.3875,29.1716355,12.00601325,6.47786075,8.8733935,10
48485,M,1.6125,1.275,0.475,39.179009,16.40018575,8.448151,11.623295,10
48486,M,1.475,1.1,0.35,24.9192105,10.41844125,5.40057975,7.654365,11
48487,F,1.7,1.4125,0.4625,51.5110415,22.69377475,11.963489,13.891255,9
48488,F,1.35,1.0375,0.4125,28.64716975,15.52135125,6.8322295,7.7961125,10
48489,M,1.6625,1.25,0.4125,37.42134,14.69921575,9.22776225,11.623295,17
48490,I,1.2375,0.925,0.3125,14.004653,5.4147545,2.551455,4.3941725,8
48491,F,1.1625,0.9125,0.3125,14.3731965,6.81805475,3.5436875,4.3941725,12
48492,M,0.75,0.575,0.1875,3.30271675,1.2190285,0.72291225,1.13398,5
48493,M,1.325,1.0375,0.3375,20.87940675,6.76135575,4.49339575,6.6621325,15
48494,F,1.65,1.375,0.4875,49.90929475,19.617854,9.25611175,14.17475,10
48495,F,1.5625,1.25,0.4125,35.4652245,15.762322,8.1930055,10.20582,12
48496,F,1.325,1.025,0.325,18.6256215,8.0229085,3.89805625,5.953395,9
48497,M,1.475,1.1375,0.4,26.32251075,11.55242125,5.48562825,8.0796075,9
48498,I,1.375,1.0625,0.3625,22.80717275,6.98815175,4.89028875,7.72523875,10
48499,F,1.575,0.9625,0.375,28.02348075,13.08329425,6.577084,8.6465975,9
48500,M,1.2625,0.975,0.2625,15.77649675,7.66853975,2.87747425,4.35164825,8
48501,M,1.15,0.875,0.35,15.2236815,6.0951425,3.5436875,5.10291,9
48502,F,1.55,1.225,0.375,32.16250775,14.92601175,7.49844275,10.0640725,12
48503,F,1.425,1.1125,0.45,28.33532525,12.14776075,6.08096775,8.221355,12
48504,M,1.25,0.9625,0.35,17.70426275,8.561549,3.07592075,4.9611625,9
48505,M,1.3875,1.0625,0.35,24.6924145,9.7238785,5.40057975,7.087375,9
48506,F,1.6125,1.275,0.475,40.66735775,18.9091165,9.96484925,11.1980525,10
48507,F,1.4375,1.125,0.3625,31.51046925,15.6772735,6.59125875,7.37087,9
48508,I,0.9625,0.75,0.2375,7.144074,3.01922175,1.6159215,2.26796,7
48509,I,0.7375,0.5875,0.225,3.9405805,1.54504775,0.89300925,1.417475,6
48510,M,1.325,1.0625,0.375,23.5017355,8.32057825,5.783298,8.0796075,13
48511,M,1.2375,0.9875,0.3125,16.42853525,7.15824875,3.061746,4.5642695,9
48512,I,0.85,0.525,0.2125,3.5436875,1.65844575,0.793786,1.2757275,6
48513,I,1.0375,0.7875,0.3,11.38232425,5.6415505,2.4664065,2.7499015,6
48514,F,1.675,1.3125,0.5,41.560367,16.4143605,7.95203475,12.757275,20
48515,F,1.525,1.2,0.425,30.94347925,12.37455675,7.69688925,9.4970825,10
48516,F,1.675,1.2625,0.4375,41.7588135,17.22232125,8.57572375,12.03436275,13
48517,I,1.125,0.875,0.2625,10.5176645,4.0539785,2.8066005,3.118445,11
48518,M,1.175,0.9375,0.3125,15.195332,5.5848515,3.345241,4.819415,10
48519,M,1.625,1.3,0.4375,41.4753185,19.94387325,8.731646,10.77281,10
48520,F,1.475,1.1625,0.3875,29.07241225,13.08329425,5.7549485,7.087375,11
48521,I,1.175,0.8875,0.2625,11.09882925,4.72019175,2.67902775,3.8271825,8
48522,F,1.3,1.0125,0.375,20.0997955,7.427569,4.77689075,5.2446575,10
48523,I,0.925,0.6875,0.2125,6.70465675,2.608154,1.43164975,1.94194075,8
48524,M,1.6375,1.2875,0.4,33.3673615,14.33067225,7.881161,9.7805775,11
48525,M,1.3,1.025,0.3875,21.659018,9.07184,5.6699,6.23689,10
48526,I,0.925,0.6875,0.2125,6.2652395,2.778251,1.417475,1.984465,6
48527,F,1.475,1.125,0.375,29.80949925,11.41067375,7.824462,7.087375,14
48528,I,0.925,0.7,0.2375,7.98038425,3.18931875,1.57339725,2.26796,8
48529,F,1.4625,1.1625,0.3875,25.92561775,11.75086775,5.6415505,7.7394135,12
48530,M,1.6125,1.275,0.4375,33.8776525,13.437663,6.4353365,11.90679,16
48531,F,1.5125,1.1625,0.4375,30.8159065,13.9196045,6.2085405,9.4970825,11
48532,M,1.6125,1.2625,0.4375,36.61337925,16.612807,8.66077225,10.489315,10
48533,M,1.7125,1.325,0.4375,43.47395825,19.731252,9.015141,11.3398,11
48534,M,1.25,0.975,0.35,15.43630275,6.70465675,3.86970675,4.6776675,11
48535,M,1.625,1.2375,0.475,41.23434775,18.86659225,8.83086925,10.0640725,10
48536,I,1.525,1.175,0.4125,31.39707125,14.35902175,6.0384435,8.448151,8
48537,M,0.7,0.525,0.25,3.30271675,1.2190285,0.75126175,0.850485,7
48538,F,1.2,0.925,0.3,14.571643,5.88252125,3.7137845,4.3941725,13
48539,M,1.6375,1.275,0.45,46.67745175,24.11124975,9.6104805,11.01378075,10
48540,I,1.15,0.9125,0.2625,11.32562525,4.29494925,3.118445,3.40194,10
48541,I,0.6875,0.5,0.2,2.93417325,1.34660125,0.8788345,0.850485,5
48542,M,1.7375,1.4125,0.4375,50.972401,23.94115275,11.12717875,12.8990225,11
48543,M,1.1375,0.8875,0.2625,14.118051,6.16601625,4.32329875,4.1106775,8
48544,I,0.825,0.575,0.2,3.96893,1.60174675,0.66621325,1.304077,5
48545,I,1.225,0.95,0.35,18.10115575,8.34892775,3.98310475,4.8477645,8
48546,F,1.475,1.1375,0.4125,28.8314415,10.56018875,6.8889285,9.2135875,14
48547,M,1.45,1.15,0.3875,29.5118295,14.911837,6.19436575,7.93786,9
48548,M,1.6125,1.25,0.475,37.74735925,14.9968855,8.63242275,11.7650425,12
48549,F,1.5125,1.2,0.4125,29.72445075,12.68640125,6.22271525,8.334753,10
48550,M,1.2625,0.975,0.375,17.90270925,9.76640275,3.7704835,4.5642695,8
48551,M,1.375,1.0875,0.4,24.73493875,11.396499,5.8683465,6.0951425,9
48552,I,0.9,0.6625,0.2375,6.577084,2.9766975,1.23320325,1.8994165,12
48553,F,1.5875,1.2,0.4625,35.550273,17.463292,7.257472,9.02931575,9
48554,I,1.4375,1.1625,0.375,24.323871,10.24834425,4.706017,7.7961125,10
48555,I,1.05,0.775,0.2625,8.3064035,3.86970675,1.8994165,2.551455,8
48556,I,0.8125,0.625,0.225,5.06038575,2.211261,1.09145575,1.8427175,6
48557,I,0.9,0.675,0.2375,6.30776375,2.53728025,1.2757275,1.8427175,7
48558,F,1.45,1.1125,0.3625,28.19357775,12.23280925,7.4559185,8.0796075,16
48559,F,1.625,1.275,0.475,38.71124225,16.42853525,7.04485075,11.623295,8
48560,M,1.6125,1.25,0.4375,37.98833,16.0174675,8.54737425,11.056305,14
48561,I,0.9125,0.675,0.225,6.22271525,2.0128145,1.68679525,2.1262125,7
48562,F,1.5,1.175,0.4,31.19862475,14.344847,5.76912325,8.6465975,9
48563,I,1.0,0.7875,0.3125,9.45455825,3.96893,1.77184375,3.2601925,8
48564,M,1.5625,1.2375,0.4125,32.78619675,14.81261375,6.90310325,8.9300925,9
48565,F,1.4125,1.125,0.425,26.01066625,11.15552825,5.1879585,7.37087,10
48566,M,1.4875,1.15,0.375,29.6819265,15.80484625,6.42116175,6.123492,9
48567,I,1.025,0.775,0.275,10.44679075,4.52174525,2.6932025,2.83495,12
48568,M,1.55,1.3125,0.45,36.060564,17.08057375,8.3631025,8.9300925,13
48569,M,1.775,1.375,0.5125,55.46579675,20.751834,13.380964,16.159215,14
48570,M,0.775,0.5625,0.2,3.92640575,1.417475,0.963883,1.2757275,10
48571,M,1.425,1.075,0.375,26.3933845,13.87708025,6.5487345,8.3631025,10
48572,I,1.15,0.8875,0.3,10.886208,4.1673765,2.721552,3.118445,8
48573,M,1.45,1.1375,0.3375,26.308336,12.26115875,5.556502,6.3219385,8
48574,I,1.225,0.975,0.3125,14.004653,5.839997,2.96252275,4.3941725,8
48575,M,1.375,1.125,0.425,30.51823675,14.61416725,6.123492,8.9300925,13
48576,M,1.5875,1.2875,0.4375,34.3312445,20.0430965,9.1568885,9.1568885,10
48577,I,1.225,0.95,0.3125,15.87572,6.917278,3.061746,4.1673765,8
48578,M,1.475,1.225,0.45,29.07241225,10.77281,5.273007,8.3631025,11
48579,F,1.475,1.2125,0.3625,24.59319125,10.4609655,6.22271525,5.2446575,9
48580,M,1.4,1.1125,0.3875,27.91008275,10.035723,5.68407475,8.221355,10
48581,M,1.4125,1.15,0.3625,25.287754,12.28950825,4.89028875,7.7961125,10
